SlotID,trial,Alignment,tester,sitID,sampleID,Wgcolor,Wgside,Operator,TP_blue,TP_green,TP_red,Meancontrast_blue,Meancontrast_green,Meancontrast_red,Centercontrast_blue,Centercontrast_green,Centercontrast_red,spatialuniformity_blue,spatialuniformity_green,spatialuniformity_red
Slot1,Repeat2,Manual,IQT5,31,Slot1_31_Red,Red,Right,KN,0.00309659,0.0053051,0.00847433,6.2,9.1,11.1,1.2,2.7,6.1,5,3.7,2.6
Slot1,Repeat2,Manual,IQT5,32,Slot1_32_Red,Red,Right,KN,0.00364514,0.00623807,0.00937949,5.5,7.7,15.2,2,3.1,6.5,6.1,4,3.9
Slot3,Repeat1,Manual,IQT5,11,Slot3_11_Red,Red,Right,KN,0.00293026,0.00590597,0.00705222,16,9,11.3,1.5,3.4,7.8,4.6,3.6,2.7
Slot3,Repeat1,Manual,IQT5,12,Slot3_12_Red,Red,Right,KN,0.00293212,0.00567766,0.00746205,5.6,8.3,12,2.1,3.2,8.3,5.8,4,3.4
Slot3,Repeat1,Manual,IQT5,21,Slot3_21_Red,Red,Right,KN,0.00365062,0.00597591,0.00843038,5.5,8.2,10.8,1.3,3.4,8.5,6.5,3.6,3
Slot3,Repeat1,Manual,IQT5,22,Slot3_22_Red,Red,Right,KN,0.00368554,0.00624008,0.00903758,10.7,4.9,10.6,1.8,1.9,5.4,5.6,3.4,2.5
Slot3,Repeat1,Manual,IQT5,31,Slot3_31_Red,Red,Right,KN,0.00287177,0.00525843,0.00769275,5.7,7.9,6.7,1.4,2.8,3.2,4.8,4,2.9
Slot3,Repeat1,Manual,IQT5,32,Slot3_32_Red,Red,Right,KN,0.00323682,0.00589801,0.00902132,3.6,7.1,12.5,1.7,2.9,4,5.3,4.2,3.4
Slot3,Repeat2,Manual,IQT5,11,Slot3_11_Red,Red,Right,KN,0.00292184,0.00589743,0.00704143,5.9,9,11.6,1.6,3.5,7.9,4.6,3.6,2.7
Slot3,Repeat2,Manual,IQT5,12,Slot3_12_Red,Red,Right,KN,0.00291945,0.00568475,0.00744966,5.6,8.3,12.2,1.6,3.1,8.4,5.8,4,3.4
Slot3,Repeat2,Manual,IQT5,21,Slot3_21_Red,Red,Right,KN,0.00364096,0.0059615,0.00842403,4.9,8.2,11,1.3,3.4,8.7,6.2,3.5,3
Slot3,Repeat2,Manual,IQT5,22,Slot3_22_Red,Red,Right,KN,0.00369133,0.00624453,0.00901914,4.8,4.9,10.8,1.8,1.9,5.4,5.5,3.5,2.5
Slot3,Repeat2,Manual,IQT5,31,Slot3_31_Red,Red,Right,KN,0.002869,0.00581178,0.00800275,3.2,7.2,5.9,1.9,2.4,2.3,4.9,4,2.9
Slot3,Repeat2,Manual,IQT5,32,Slot3_32_Red,Red,Right,KN,0.00324523,0.00590372,0.008999,5.9,7.3,12.5,2,2.9,4,5.3,4.2,3.4
Slot5,Repeat1,Manual,IQT5,11,Slot5_11_Red,Red,Right,KN,0.00298143,0.00578721,0.00688023,6.3,8.2,13.2,1.5,2.8,10.6,4.6,3.7,2.6
Slot5,Repeat1,Manual,IQT5,12,Slot5_12_Red,Red,Right,KN,0.00280697,0.00552462,0.00710659,5.7,7.9,13.5,1.7,2.8,8.8,6.3,4.1,3.5
Slot5,Repeat1,Manual,IQT5,21,Slot5_21_Red,Red,Right,KN,0.00355165,0.00589982,0.00813432,4.8,8.2,9.7,1.8,3,5.4,6,3.9,3.3
Slot5,Repeat1,Manual,IQT5,22,Slot5_22_Red,Red,Right,KN,0.00344703,0.00606807,0.00852912,4.2,6.6,9.6,1.3,2.6,7.3,6.2,3.7,3
Slot5,Repeat1,Manual,IQT5,31,Slot5_31_Red,Red,Right,KN,0.00351889,0.00580736,0.00861767,7.6,9.2,12.8,1.7,3,8.8,5.1,3.9,3.1
Slot5,Repeat1,Manual,IQT5,32,Slot5_32_Red,Red,Right,KN,0.00357895,0.00607357,0.00930217,7.7,9,18.5,3.2,3,11,5.5,4.4,3.6
Slot5,Repeat2,Manual,IQT5,11,Slot5_11_Red,Red,Right,KN,0.00292614,0.00571926,0.00691286,11.4,8.1,12.6,1.5,2.9,10.6,4.6,3.8,2.6
Slot5,Repeat2,Manual,IQT5,12,Slot5_12_Red,Red,Right,KN,0.00275222,0.00543869,0.00711637,5.2,7.6,13.2,1.4,2.8,8.8,5.8,4.2,3.5
Slot5,Repeat2,Manual,IQT5,21,Slot5_21_Red,Red,Right,KN,0.00344528,0.00578109,0.0081683,5,7.9,9.4,3,3,5.4,6.1,4,3.3
Slot5,Repeat2,Manual,IQT5,22,Slot5_22_Red,Red,Right,KN,0.00338195,0.00598868,0.0085407,3.8,6.5,9.3,1.9,2.8,7.2,6.2,3.7,3
Slot5,Repeat2,Manual,IQT5,31,Slot5_31_Red,Red,Right,KN,0.00339678,0.00581399,0.00859717,6.7,8,11.9,1.6,2.6,7.4,5.1,4,3.1
Slot5,Repeat2,Manual,IQT5,32,Slot5_32_Red,Red,Right,KN,0.00346812,0.00599195,0.00928841,7,8.4,16.8,2,3,7.6,5.4,4.5,3.6
Slot7,Repeat1,Manual,IQT5,11,Slot7_11_Red,Red,Right,KN,0.00285745,0.00555783,0.00717966,4.2,5.5,12.5,1.3,2.1,6.6,4.3,3.7,2.7
Slot7,Repeat1,Manual,IQT5,12,Slot7_12_Red,Red,Right,KN,0.00269493,0.00554269,0.00723699,5.7,9.3,14.9,3.3,3.5,10.3,5.2,4.3,3.6
Slot7,Repeat1,Manual,IQT5,21,Slot7_21_Red,Red,Right,KN,0.00361138,0.00561721,0.00811146,4.9,9.8,13.4,1.2,3,11.4,6,3.5,3.2
Slot7,Repeat1,Manual,IQT5,22,Slot7_22_Red,Red,Right,KN,0.00342716,0.00616685,0.00895917,4.1,6.7,12.7,1.5,2.6,9.4,5.2,3.8,2.9
Slot7,Repeat1,Manual,IQT5,31,Slot7_31_Red,Red,Right,KN,0.0032792,0.00544686,0.00847506,8,9.6,11.9,1.7,3,6.7,5.1,4,3.1
Slot7,Repeat1,Manual,IQT5,32,Slot7_32_Red,Red,Right,KN,0.00315039,0.00606585,0.00966759,7.4,8.6,17.6,1.4,2.9,13.3,5.1,4.2,3.4
Slot7,Repeat2,Manual,IQT5,11,Slot7_11_Red,Red,Right,KN,0.00284686,0.0055674,0.00719367,4.4,5.5,12.4,1.4,2.1,6.6,4.4,3.8,2.7
Slot7,Repeat2,Manual,IQT5,12,Slot7_12_Red,Red,Right,KN,0.00266621,0.00548739,0.0072323,5.5,9.1,13.9,2,3.5,10.3,5.1,4.3,3.7
Slot7,Repeat2,Manual,IQT5,21,Slot7_21_Red,Red,Right,KN,0.00359966,0.00554661,0.0081287,4.9,9.5,13.3,1.4,3,11.6,6.1,3.5,3.2
Slot7,Repeat2,Manual,IQT5,22,Slot7_22_Red,Red,Right,KN,0.00338782,0.00606203,0.00893504,4.1,6.6,12.6,1.5,2.6,9.3,5.3,3.8,2.9
Slot7,Repeat2,Manual,IQT5,31,Slot7_31_Red,Red,Right,KN,0.00321772,0.0053439,0.00846162,6.7,9.3,11.6,1.3,3.1,6.7,5.1,4,3.1
Slot7,Repeat2,Manual,IQT5,32,Slot7_32_Red,Red,Right,KN,0.00308409,0.00593771,0.00963642,5.4,8.3,17.5,1.4,2.8,13,5,4.2,3.4
Slot9,Repeat1,Manual,IQT5,11,Slot9_11_Red,Red,Right,KN,0.00284085,0.00525666,0.00653153,5,10.2,13.6,1.5,4.1,9,4.6,3.2,2.7
Slot9,Repeat1,Manual,IQT5,12,Slot9_12_Red,Red,Right,KN,0.00321424,0.00616516,0.00729854,4.7,8.9,12.5,1.6,3.8,8.5,5.1,3.8,3.2
Slot9,Repeat1,Manual,IQT5,21,Slot9_21_Red,Red,Right,KN,0.00317386,0.00522193,0.00754136,3.8,6.4,9.5,1.2,2.7,6,6.1,3.6,3
Slot9,Repeat1,Manual,IQT5,22,Slot9_22_Red,Red,Right,KN,0.00370355,0.00643521,0.00898062,5.5,7.1,11.7,1.7,3,8.4,5.6,3.3,2.8
Slot9,Repeat1,Manual,IQT5,31,Slot9_31_Red,Red,Right,KN,0.00286601,0.00514257,0.00847631,3.3,7.6,8.6,1.2,2.6,1.6,4.9,3.9,2.8
Slot9,Repeat1,Manual,IQT5,32,Slot9_32_Red,Red,Right,KN,0.00338981,0.00599342,0.00896116,5.7,9.4,15.4,1.9,3.2,9.4,5.5,4,3.6
Slot9,Repeat2,Manual,IQT5,11,Slot9_11_Red,Red,Right,KN,0.00267444,0.00488183,0.00631974,6.3,10.1,14,1.4,3.8,9,4.6,3.3,2.8
Slot9,Repeat2,Manual,IQT5,12,Slot9_12_Red,Red,Right,KN,0.00306219,0.00583935,0.00710567,5.3,9.2,12.8,2.6,3.6,8.4,5.2,3.7,3.3
Slot9,Repeat2,Manual,IQT5,21,Slot9_21_Red,Red,Right,KN,0.00300391,0.0048905,0.00737161,4.9,6.6,10.3,1.8,2.8,6.8,6,3.6,3
Slot9,Repeat2,Manual,IQT5,22,Slot9_22_Red,Red,Right,KN,0.00354958,0.00614746,0.00880611,5.4,7.1,11.8,2.9,2.8,8.2,5.6,3.3,2.8
Slot9,Repeat2,Manual,IQT5,31,Slot9_31_Red,Red,Right,KN,0.00276844,0.00490771,0.00834273,4,7.6,9,1.4,2.6,1.8,4.5,4,2.8
Slot9,Repeat2,Manual,IQT5,32,Slot9_32_Red,Red,Right,KN,0.00333352,0.00586411,0.00889384,5.8,9.1,15.5,1.6,3.1,9.6,5.2,4,3.6
Slot1,Repeat1,Manual,IQT5,11,Slot1_11_Red,Red,Right,AM,0.00297072,0.00554011,0.00696861,7.4,7.8,14.6,1.7,2.4,11.4,5.1,3.4,2.7
Slot1,Repeat1,Manual,IQT5,12,Slot1_12_Red,Red,Right,AM,0.00298792,0.00557093,0.00764069,8.9,9.4,16.1,2.2,3.3,13.1,6.3,4.2,3.7
Slot1,Repeat1,Manual,IQT5,21,Slot1_21_Red,Red,Right,AM,0.00363366,0.00557588,0.00805849,6,8.3,11.4,1.4,3.2,7.9,6.2,3.5,3
Slot1,Repeat1,Manual,IQT5,22,Slot1_22_Red,Red,Right,AM,0.00348239,0.00627984,0.00884872,12.2,8.5,9.8,1.8,3.3,6.3,5.4,3.6,2.6
Slot1,Repeat1,Manual,IQT5,31,Slot1_31_Red,Red,Right,AM,0.00304575,0.00517874,0.00838927,5.2,9,11.1,2,2.7,6.1,5,3.6,2.6
Slot1,Repeat1,Manual,IQT5,32,Slot1_32_Red,Red,Right,AM,0.00357786,0.00612611,0.00928865,4.7,7.8,15.3,1.9,3,6.6,5.9,4,3.9
Slot1,Repeat2,Manual,IQT5,11,Slot1_11_Red,Red,Right,AM,0.00296369,0.00560007,0.00706799,7.4,7.7,13.7,2.8,2.4,11.3,5,3.4,2.7
Slot1,Repeat2,Manual,IQT5,12,Slot1_12_Red,Red,Right,AM,0.00297423,0.00560064,0.00771813,11.6,9.1,15.1,1.6,3.4,13.3,6.1,4.2,3.7
Slot1,Repeat2,Manual,IQT5,21,Slot1_21_Red,Red,Right,AM,0.00361537,0.00560319,0.00815826,5.5,8,11.3,3.5,3.1,8.1,6.1,3.5,3
Slot1,Repeat2,Manual,IQT5,22,Slot1_22_Red,Red,Right,AM,0.00346246,0.0062813,0.00894235,9.5,8.2,9.4,2.2,3.4,6.6,5.3,3.7,2.6
Slot1,Repeat2,Manual,IQT5,31,Slot1_31_Red,Red,Right,AM,0.00302547,0.00517967,0.00848703,4.9,8.9,11,1.6,2.8,6.2,4.8,3.7,2.6
Slot1,Repeat2,Manual,IQT5,32,Slot1_32_Red,Red,Right,AM,0.00353324,0.00612154,0.00935698,4.6,7.5,14.7,2,3.2,6.6,6,4.1,3.9
Slot3,Repeat1,Manual,IQT5,11,Slot3_11_Red,Red,Right,AM,0.00287704,0.00583135,0.00705401,5.7,8.9,11.1,1.7,3.4,7.8,4.6,3.6,2.7
Slot3,Repeat1,Manual,IQT5,12,Slot3_12_Red,Red,Right,AM,0.00287326,0.00560391,0.00745658,5.6,8,12.2,1.3,3.2,8.5,5.8,4,3.4
Slot3,Repeat1,Manual,IQT5,21,Slot3_21_Red,Red,Right,AM,0.00361588,0.00588818,0.00840203,4.7,8.1,10.7,1.6,3.4,8.5,6.2,3.5,3
Slot3,Repeat1,Manual,IQT5,22,Slot3_22_Red,Red,Right,AM,0.00360213,0.00611849,0.0090164,4.3,4.8,10.4,2.8,1.9,5.4,5.6,3.5,2.5
Slot3,Repeat1,Manual,IQT5,31,Slot3_31_Red,Red,Right,AM,0.00281889,0.00580057,0.00802472,3.6,7.7,6,1.2,2.6,2.6,4.8,4,2.8
Slot3,Repeat1,Manual,IQT5,32,Slot3_32_Red,Red,Right,AM,0.00318369,0.00577921,0.00900072,21.9,6.9,12.1,1.6,2.9,4,5.2,4.2,3.4
Slot3,Repeat2,Manual,IQT5,11,Slot3_11_Red,Red,Right,AM,0.0028693,0.00583759,0.00705776,5.4,8.9,11,1.5,3.4,7.9,4.4,3.6,2.7
Slot3,Repeat2,Manual,IQT5,12,Slot3_12_Red,Red,Right,AM,0.00285727,0.00560186,0.00744891,5.2,8.1,12.3,2.2,3.2,8.5,5.5,4,3.4
Slot3,Repeat2,Manual,IQT5,21,Slot3_21_Red,Red,Right,AM,0.00358481,0.00588351,0.00839713,5.4,8.1,10.8,1.5,3.4,8.5,6.2,3.5,3
Slot3,Repeat2,Manual,IQT5,22,Slot3_22_Red,Red,Right,AM,0.00357148,0.00609851,0.00900278,4.3,4.8,10.5,1.4,1.9,5.5,5.6,3.5,2.5
Slot3,Repeat2,Manual,IQT5,31,Slot3_31_Red,Red,Right,AM,0.00280531,0.00577477,0.00800131,3.5,7.7,6.1,1.3,2.6,2.6,4.8,4,2.8
Slot3,Repeat2,Manual,IQT5,32,Slot3_32_Red,Red,Right,AM,0.00315389,0.00575267,0.00897711,3.4,7,12.4,1.5,3,4,5.1,4.2,3.4
Slot5,Repeat1,Manual,IQT5,11,Slot5_11_Red,Red,Right,AM,0.00291359,0.00568955,0.00687979,6.6,8.1,12.4,1.7,2.9,10.5,4.6,3.7,2.6
Slot5,Repeat1,Manual,IQT5,12,Slot5_12_Red,Red,Right,AM,0.00273502,0.00540109,0.00708484,5.2,7.8,13.4,4.4,2.7,9,6,4.2,3.5
Slot5,Repeat1,Manual,IQT5,21,Slot5_21_Red,Red,Right,AM,0.00342852,0.00572737,0.00811675,6,8,9.5,1.7,2.9,5.4,5.9,3.9,3.3
Slot5,Repeat1,Manual,IQT5,22,Slot5_22_Red,Red,Right,AM,0.00334417,0.00590526,0.00848746,4.2,6.6,9.5,1.7,2.7,7.3,6,3.7,3
Slot5,Repeat1,Manual,IQT5,31,Slot5_31_Red,Red,Right,AM,0.00338064,0.00577724,0.00854312,9,8.5,12.4,0.9,2.9,8.4,5.3,3.9,3.1
Slot5,Repeat1,Manual,IQT5,32,Slot5_32_Red,Red,Right,AM,0.00339588,0.00588085,0.00921257,6.9,8.4,17.6,1.6,2.9,7.6,5.6,4.4,3.6
Slot5,Repeat2,Manual,IQT5,11,Slot5_11_Red,Red,Right,AM,0.0028859,0.00563687,0.0068442,6.7,8.2,12.4,1.4,2.9,10.1,4.6,3.7,2.6
Slot5,Repeat2,Manual,IQT5,12,Slot5_12_Red,Red,Right,AM,0.00269179,0.00536144,0.00705576,4.6,7.8,13.1,1.3,2.8,8.8,6.1,4.2,3.6
Slot5,Repeat2,Manual,IQT5,21,Slot5_21_Red,Red,Right,AM,0.00338486,0.00568997,0.00808418,4.1,8.1,9.6,1.3,2.9,5.4,6,3.9,3.3
Slot5,Repeat2,Manual,IQT5,22,Slot5_22_Red,Red,Right,AM,0.00331794,0.00588505,0.00845397,3.6,6.6,9.6,1.2,2.7,7.3,6,3.7,3
Slot5,Repeat2,Manual,IQT5,31,Slot5_31_Red,Red,Right,AM,0.00334902,0.0057389,0.00851392,9.3,8.6,12.4,1.5,2.9,8.5,5.3,3.9,3.1
Slot5,Repeat2,Manual,IQT5,32,Slot5_32_Red,Red,Right,AM,0.0025999,0.0058756,0.00919582,6.2,8.5,17,1.3,3,7.7,28,4.4,3.6
Slot7,Repeat1,Manual,IQT5,11,Slot7_11_Red,Red,Right,AM,0.00285399,0.00566336,0.00723592,4.5,5.6,12.6,1.2,2.1,6.7,4.4,3.7,2.7
Slot7,Repeat1,Manual,IQT5,12,Slot7_12_Red,Red,Right,AM,0.0027323,0.00566592,0.00729646,8,9.6,14.1,2.5,3.9,10.4,5.4,4.3,3.6
Slot7,Repeat1,Manual,IQT5,21,Slot7_21_Red,Red,Right,AM,0.00365558,0.00572099,0.00816858,5.6,10.1,13,1.6,3.2,11.5,6.1,3.5,3.2
Slot7,Repeat1,Manual,IQT5,22,Slot7_22_Red,Red,Right,AM,0.00345753,0.0062662,0.00902295,4.1,6.8,12.7,1.5,2.6,9.4,5.3,3.8,2.8
Slot7,Repeat1,Manual,IQT5,31,Slot7_31_Red,Red,Right,AM,0.00328932,0.0055224,0.00852247,6.8,10,11.9,1.6,3.1,6.8,5.1,4,3.1
Slot7,Repeat1,Manual,IQT5,32,Slot7_32_Red,Red,Right,AM,0.00314625,0.00612843,0.00974772,4.5,8.8,17.7,1.2,2.9,13.3,4.9,4.1,3.4
Slot7,Repeat2,Manual,IQT5,11,Slot7_11_Red,Red,Right,AM,0.00281576,0.00552291,0.00723104,4.4,5.4,12.1,4,2.1,6.7,4.3,3.8,2.7
Slot7,Repeat2,Manual,IQT5,12,Slot7_12_Red,Red,Right,AM,0.00266973,0.00550531,0.00726639,4.9,9.2,14,1.6,3.6,10.4,5,4.3,3.7
Slot7,Repeat2,Manual,IQT5,21,Slot7_21_Red,Red,Right,AM,0.00356993,0.00558266,0.00814226,5.6,9.6,13.3,1.5,3.1,11.5,6.1,3.5,3.2
Slot7,Repeat2,Manual,IQT5,22,Slot7_22_Red,Red,Right,AM,0.00335664,0.00609895,0.00898565,3.8,6.6,12.5,1.8,2.6,9.3,5.4,3.8,2.8
Slot7,Repeat2,Manual,IQT5,31,Slot7_31_Red,Red,Right,AM,0.00322994,0.00539982,0.00848568,5.9,9.6,11.7,1.4,3.2,6.7,5.1,4,3.1
Slot7,Repeat2,Manual,IQT5,32,Slot7_32_Red,Red,Right,AM,0.00308546,0.00599379,0.0097269,5.1,8.4,17.5,1.2,2.9,13.1,4.8,4.1,3.4
Slot9,Repeat1,Manual,IQT5,11,Slot9_11_Red,Red,Right,AM,0.00271923,0.00500712,0.0064436,4.8,9.8,13.5,1.4,3.8,8.8,4.7,3.3,2.7
Slot9,Repeat1,Manual,IQT5,12,Slot9_12_Red,Red,Right,AM,0.00304857,0.00589145,0.0071903,4.5,8.9,12.6,1.6,3.7,8.4,5,3.8,3.3
Slot9,Repeat1,Manual,IQT5,21,Slot9_21_Red,Red,Right,AM,0.00306225,0.00491641,0.007794,4,6.3,7.9,1.5,2,1.7,6,3.6,3
Slot9,Repeat1,Manual,IQT5,22,Slot9_22_Red,Red,Right,AM,0.00357398,0.00618236,0.00886001,6.2,7,11.9,1.6,2.9,8.4,5.5,3.3,2.8
Slot9,Repeat1,Manual,IQT5,31,Slot9_31_Red,Red,Right,AM,0.0027448,0.00495005,0.00841389,3.6,7.7,9.1,1.3,2.7,1.9,4.7,3.9,2.8
Slot9,Repeat1,Manual,IQT5,32,Slot9_32_Red,Red,Right,AM,0.00328046,0.00583984,0.00888325,6.8,9.1,14.9,1.8,3.1,9.1,5.3,4,3.6
Slot9,Repeat2,Manual,IQT5,11,Slot9_11_Red,Red,Right,AM,0.00275798,0.00510547,0.00651078,6.3,9.8,13.6,1.5,3.8,8.9,4.6,3.3,2.7
Slot9,Repeat2,Manual,IQT5,12,Slot9_12_Red,Red,Right,AM,0.00311976,0.00600631,0.00725584,5,8.8,12.4,8.4,3.7,8.5,5,3.8,3.3
Slot9,Repeat2,Manual,IQT5,21,Slot9_21_Red,Red,Right,AM,0.00311551,0.00498597,0.00784012,5.8,6.4,7.8,1.4,2.1,1.7,6,3.6,3
Slot9,Repeat2,Manual,IQT5,22,Slot9_22_Red,Red,Right,AM,0.00359716,0.00628565,0.00892911,4.9,7,11.4,1.4,3,8.3,5.7,3.3,2.8
Slot9,Repeat2,Manual,IQT5,31,Slot9_31_Red,Red,Right,AM,0.00278396,0.00504003,0.00846475,5.2,7.6,8.6,1.1,2.6,1.9,5,3.9,2.8
Slot9,Repeat2,Manual,IQT5,32,Slot9_32_Red,Red,Right,AM,0.00331874,0.00590189,0.00892788,6.4,9.1,14.6,1.6,3.1,9,5.5,4,3.6
Slot1,Repeat1,Pattern,IQT5,11,Slot1_11_Blue,Blue,Right,KN,0.00231782,0.00339609,0.00280296,27.5,22.7,27.6,32,32.5,18.4,2.3,1.8,1.6
Slot1,Repeat1,Pattern,IQT5,12,Slot1_12_Blue,Blue,Right,KN,0.00240025,0.00355025,0.00327258,19.3,12.8,19.7,10.6,19.7,12,2.5,1.8,1.5
Slot1,Repeat1,Pattern,IQT5,21,Slot1_21_Blue,Blue,Right,KN,0.00191872,0.00483978,0.00372915,11.3,11.9,20,7,24.5,8.1,2.5,3.9,2.2
Slot1,Repeat1,Pattern,IQT5,22,Slot1_22_Blue,Blue,Right,KN,0.00259955,0.00528388,0.00375534,17.4,13,18.2,7.1,25,5.3,2.4,2.8,1.6
Slot1,Repeat1,Pattern,IQT5,31,Slot1_31_Blue,Blue,Right,KN,0.00211572,0.00445277,0.00322525,10.1,14.1,14.5,9.8,29,5,2.7,2.3,1.8
Slot1,Repeat1,Pattern,IQT5,32,Slot1_32_Blue,Blue,Right,KN,0.00263516,0.00557692,0.00411149,155.7,19.1,17,8.1,31,18.1,2.5,2.3,1.7
Slot1,Repeat2,Pattern,IQT5,11,Slot1_11_Blue,Blue,Right,KN,0.0017162,0.00281807,0.00202588,30.5,22.5,25.6,12.2,28.7,10.4,2.3,1.9,1.6
Slot1,Repeat2,Pattern,IQT5,12,Slot1_12_Blue,Blue,Right,KN,0.00189553,0.00295473,0.00243554,18.3,13.2,19.6,14.3,16.8,6.2,2.5,2,1.5
Slot1,Repeat2,Pattern,IQT5,21,Slot1_21_Blue,Blue,Right,KN,0.00152379,0.00362493,0.00257132,8.3,11.4,18.1,7.1,20.9,30.5,2.5,4.2,2.3
Slot1,Repeat2,Pattern,IQT5,22,Slot1_22_Blue,Blue,Right,KN,0.00200892,0.00400139,0.00282893,11.3,13.6,18,9.2,22.1,8.5,2.4,3,1.6
Slot1,Repeat2,Pattern,IQT5,31,Slot1_31_Blue,Blue,Right,KN,0.00159271,0.00338617,0.00238218,8.6,12.9,14.4,18.5,21.4,4.7,2.8,2.5,1.8
Slot1,Repeat2,Pattern,IQT5,32,Slot1_32_Blue,Blue,Right,KN,0.00199687,0.00425623,0.00301691,9.9,17.6,17.2,9.7,24,16.7,2.6,2.4,1.7
Slot1,Repeat3,Pattern,IQT5,11,Slot1_11_Blue,Blue,Right,KN,0.00241146,0.00357451,0.00277818,43.2,23.6,26.8,20.3,33.4,15.2,2.4,1.8,1.6
Slot1,Repeat3,Pattern,IQT5,12,Slot1_12_Blue,Blue,Right,KN,0.00207856,0.00341683,0.00293364,15,13,19.1,10,17.9,24.9,2.5,2,1.5
Slot1,Repeat3,Pattern,IQT5,21,Slot1_21_Blue,Blue,Right,KN,0.00172387,0.00426848,0.00305374,9.9,12.7,20.3,9.9,23.4,11.2,2.6,3.8,2.3
Slot1,Repeat3,Pattern,IQT5,22,Slot1_22_Blue,Blue,Right,KN,0.00188114,0.00394956,0.00278585,13.1,15.6,19,12.6,23.6,9.6,2.4,2.9,1.6
Slot1,Repeat3,Pattern,IQT5,31,Slot1_31_Blue,Blue,Right,KN,0.00170775,0.00315476,0.00203009,10.2,16.4,13.9,10,26,6.6,2.6,2,1.8
Slot1,Repeat3,Pattern,IQT5,32,Slot1_32_Blue,Blue,Right,KN,0.00163643,0.00344812,0.00226004,13.9,22.2,16.5,15,29,8.1,2.5,2.1,1.8
Slot3,Repeat1,Pattern,IQT5,11,Slot3_11_Blue,Blue,Right,KN,0.00255715,0.00352124,0.00282218,27.2,23.3,30.3,17.9,31.7,10,2.2,1.6,1.5
Slot3,Repeat1,Pattern,IQT5,12,Slot3_12_Blue,Blue,Right,KN,0.00226471,0.00344599,0.00280456,22.9,20.7,26.4,32.9,30.5,11.5,2.5,1.6,1.3
Slot3,Repeat1,Pattern,IQT5,21,Slot3_21_Blue,Blue,Right,KN,0.00232094,0.00336615,0.00300353,41.1,13,20.4,23.3,16.4,18,2.5,1.5,1.5
Slot3,Repeat1,Pattern,IQT5,22,Slot3_22_Blue,Blue,Right,KN,0.0023089,0.00399643,0.00303869,23.8,13.2,29.8,20.8,20.1,11.3,2.4,1.9,1.7
Slot3,Repeat1,Pattern,IQT5,31,Slot3_31_Blue,Blue,Right,KN,0.00190425,0.00368649,0.00220812,8.7,21.4,8.9,7,28.5,5,2.8,2.2,1.7
Slot3,Repeat1,Pattern,IQT5,32,Slot3_32_Blue,Blue,Right,KN,0.0019872,0.00396752,0.00286601,14.7,22.5,17.3,13.5,27.4,13.7,2.4,2.1,1.7
Slot3,Repeat2,Pattern,IQT5,11,Slot3_11_Blue,Blue,Right,KN,0.00197953,0.00288997,0.00207267,24.4,29.9,32,27.8,32.3,8.2,2.4,1.9,1.5
Slot3,Repeat2,Pattern,IQT5,12,Slot3_12_Blue,Blue,Right,KN,0.00148566,0.00220351,0.00162879,12.5,19.2,30.1,9.8,25.3,7.1,2.8,1.8,1.4
