SlotID,trial,Alignment,tester,sitID,sampleID,Wgcolor,Wgside,Operator,TP_blue,TP_green,TP_red,Meancontrast_blue,Meancontrast_green,Meancontrast_red,Centercontrast_blue,Centercontrast_green,Centercontrast_red,spatialuniformity_blue,spatialuniformity_green,spatialuniformity_red
Slot1,Repeat1,Manual,IQTHT3,21,Slot1_21_Red,Red,Right,JE,0.002594,0.006197,0.006432,5,8,18.5,1.2,4,8.3,2.9,2.5,1.7
Slot1,Repeat1,Manual,IQTHT3,22,Slot1_22_Red,Red,Right,JE,0.002639,0.006906,0.007387,5.5,8.3,15.6,1.3,4.4,6.2,2.5,2.3,1.6
Slot1,Repeat1,Manual,IQTHT3,31,Slot1_31_Red,Red,Right,JE,0.002482,0.005974,0.006975,4.6,7.6,12.8,1.2,3.2,6.2,2.8,2.4,1.5
Slot1,Repeat1,Manual,IQTHT3,32,Slot1_32_Red,Red,Right,JE,0.002762,0.006477,0.007412,4.7,7.1,68.3,1.2,3.8,4.9,3.4,2.6,2
Slot1,Repeat2,Manual,IQTHT3,11,Slot1_11_Red,Red,Right,JE,0.002247,0.006386,0.005541,6.3,7.3,35.7,1.3,2.7,10.3,2.6,2.1,1.7
Slot1,Repeat2,Manual,IQTHT3,12,Slot1_12_Red,Red,Right,JE,0.002162,0.006222,0.006124,6,9.5,42.2,1.2,4.6,12.7,2.8,2.4,1.9
Slot1,Repeat2,Manual,IQTHT3,21,Slot1_21_Red,Red,Right,JE,0.002592,0.006187,0.006426,5,8.1,18.5,1.2,4,8.3,2.9,2.5,1.7
Slot1,Repeat2,Manual,IQTHT3,22,Slot1_22_Red,Red,Right,JE,0.002639,0.006879,0.007378,5.5,8.3,15.7,1.2,4.3,6.2,2.5,2.3,1.6
Slot1,Repeat2,Manual,IQTHT3,31,Slot1_31_Red,Red,Right,JE,0.002477,0.005954,0.006966,4.6,7.6,12.8,1.2,3.2,6.2,2.8,2.4,1.5
Slot1,Repeat2,Manual,IQTHT3,32,Slot1_32_Red,Red,Right,JE,0.002755,0.006444,0.007402,4.7,7.1,285.2,1.2,3.8,4.9,3.4,2.6,2
Slot1,Repeat3,Manual,IQTHT3,11,Slot1_11_Red,Red,Right,JE,0.002254,0.006410,0.005543,6.3,7.3,52,1.3,2.7,10.3,2.6,2.1,1.7
Slot1,Repeat3,Manual,IQTHT3,12,Slot1_12_Red,Red,Right,JE,0.002168,0.006244,0.006128,6,9.5,40.2,1.3,4.6,12.8,2.8,2.4,1.9
Slot1,Repeat3,Manual,IQTHT3,21,Slot1_21_Red,Red,Right,JE,0.002600,0.006210,0.006430,5,8,18.4,1.2,4,8.4,2.9,2.5,1.7
Slot1,Repeat3,Manual,IQTHT3,22,Slot1_22_Red,Red,Right,JE,0.002644,0.006905,0.007385,5.5,8.2,15.5,1.3,4.4,6.2,2.5,2.3,1.6
Slot1,Repeat3,Manual,IQTHT3,31,Slot1_31_Red,Red,Right,JE,0.002477,0.005970,0.006962,4.6,7.6,12.7,1.2,3.2,6.2,2.8,2.4,1.5
Slot1,Repeat3,Manual,IQTHT3,32,Slot1_32_Red,Red,Right,JE,0.002757,0.006458,0.007405,4.7,7.1,61.3,1.2,3.8,4.9,3.4,2.6,2
Slot3,Repeat1,Manual,IQTHT3,11,Slot3_11_Red,Red,Right,JE,0.002336,0.006647,0.005594,5.9,9.2,33.9,1.3,4.4,7.7,2.8,2.2,1.6
Slot3,Repeat1,Manual,IQTHT3,12,Slot3_12_Red,Red,Right,JE,0.002167,0.006355,0.006021,5.9,8.2,21.3,1.2,3.9,8.5,2.5,2.4,1.9
Slot3,Repeat1,Manual,IQTHT3,21,Slot3_21_Red,Red,Right,JE,0.002627,0.006556,0.006739,4.6,8.2,18.4,1.2,4.5,8.7,2.8,2.6,1.8
Slot3,Repeat1,Manual,IQTHT3,22,Slot3_22_Red,Red,Right,JE,0.002750,0.006752,0.007384,4.6,4.7,26.1,1.2,2.4,5.6,2.6,2.2,1.6
Slot3,Repeat1,Manual,IQTHT3,31,Slot3_31_Red,Red,Right,JE,0.002284,0.006212,0.006434,4.2,7.1,7.2,1.2,3,2.7,2.6,2.6,1.6
Slot3,Repeat1,Manual,IQTHT3,32,Slot3_32_Red,Red,Right,JE,0.002493,0.006193,0.007253,3.5,6.6,54.2,1.1,3.7,4,2.6,2.5,1.8
Slot3,Repeat2,Manual,IQTHT3,11,Slot3_11_Red,Red,Right,JE,0.002346,0.006668,0.005601,5.9,9.1,24,1.3,4.5,7.7,2.8,2.2,1.6
Slot3,Repeat2,Manual,IQTHT3,12,Slot3_12_Red,Red,Right,JE,0.002174,0.006383,0.006030,5.9,8.2,21.1,1.2,4,8.5,2.5,2.4,1.9
Slot3,Repeat2,Manual,IQTHT3,21,Slot3_21_Red,Red,Right,JE,0.002639,0.006586,0.006747,4.6,8.2,18.3,1.2,4.5,8.7,2.8,2.6,1.8
Slot3,Repeat2,Manual,IQTHT3,22,Slot3_22_Red,Red,Right,JE,0.002763,0.006790,0.007402,4.6,4.7,33.8,1.2,2.4,5.7,2.6,2.2,1.6
Slot3,Repeat2,Manual,IQTHT3,31,Slot3_31_Red,Red,Right,JE,0.002295,0.006234,0.006438,4.2,7,7.2,1.2,3,2.7,2.6,2.6,1.6
Slot3,Repeat2,Manual,IQTHT3,32,Slot3_32_Red,Red,Right,JE,0.002505,0.006221,0.007265,3.5,6.6,29.9,1.1,3.7,4,2.6,2.5,1.8
Slot3,Repeat3,Manual,IQTHT3,11,Slot3_11_Red,Red,Right,JE,0.002348,0.006681,0.005602,5.9,9.2,31.6,1.3,4.5,7.7,2.8,2.2,1.6
Slot3,Repeat3,Manual,IQTHT3,12,Slot3_12_Red,Red,Right,JE,0.002177,0.006390,0.006033,5.9,8.2,20.9,1.2,4,8.5,2.5,2.4,1.9
Slot3,Repeat3,Manual,IQTHT3,21,Slot3_21_Red,Red,Right,JE,0.002638,0.006590,0.006747,4.6,8.2,18.2,1.2,4.5,8.7,2.8,2.6,1.8
Slot3,Repeat3,Manual,IQTHT3,22,Slot3_22_Red,Red,Right,JE,0.002760,0.006789,0.007396,4.6,4.7,24.5,1.2,2.4,5.6,2.6,2.2,1.6
Slot3,Repeat3,Manual,IQTHT3,31,Slot3_31_Red,Red,Right,JE,0.002292,0.006230,0.006437,4.2,7,7.2,1.2,3.1,2.7,2.6,2.6,1.6
Slot3,Repeat3,Manual,IQTHT3,32,Slot3_32_Red,Red,Right,JE,0.002497,0.006204,0.007262,3.5,6.6,32.5,1.1,3.7,4,2.6,2.5,1.8
Slot5,Repeat1,Manual,IQTHT3,11,Slot5_11_Red,Red,Right,JE,0.002398,0.006535,0.005534,5.1,8,28.7,1.2,4.5,9,2.9,2.2,1.6
Slot5,Repeat1,Manual,IQTHT3,12,Slot5_12_Red,Red,Right,JE,0.002017,0.006186,0.005677,4.8,7.9,26.4,1.2,3.6,8.3,2.7,2.4,1.9
Slot5,Repeat1,Manual,IQTHT3,21,Slot5_21_Red,Red,Right,JE,0.002650,0.006402,0.006450,4,7.8,15.6,1.1,3.9,6.1,2.8,2.7,1.8
Slot5,Repeat1,Manual,IQTHT3,22,Slot5_22_Red,Red,Right,JE,0.002543,0.006547,0.006982,4.3,6.2,14.8,1.2,3,6.4,2.7,2.4,1.7
Slot5,Repeat1,Manual,IQTHT3,31,Slot5_31_Red,Red,Right,JE,0.002785,0.006613,0.007009,6.8,8,14.6,1.3,3.4,8.1,2.7,2.6,1.7
Slot5,Repeat1,Manual,IQTHT3,32,Slot5_32_Red,Red,Right,JE,0.002853,0.006401,0.007569,6.3,7.7,59,1.3,3.3,7,2.7,2.6,1.9
Slot5,Repeat2,Manual,IQTHT3,11,Slot5_11_Red,Red,Right,JE,0.002387,0.006483,0.005494,5.1,8,27.4,1.2,4.4,9,2.9,2.2,1.6
Slot5,Repeat2,Manual,IQTHT3,12,Slot5_12_Red,Red,Right,JE,0.002007,0.006131,0.005666,4.9,7.9,26.9,1.2,3.6,8.3,2.7,2.4,1.9
Slot5,Repeat2,Manual,IQTHT3,21,Slot5_21_Red,Red,Right,JE,0.002647,0.006350,0.006452,4,7.8,15.7,1.1,3.8,6.1,2.8,2.7,1.8
Slot5,Repeat2,Manual,IQTHT3,22,Slot5_22_Red,Red,Right,JE,0.002538,0.006513,0.006976,4.3,6.2,14.9,1.2,3,6.4,2.7,2.4,1.7
Slot5,Repeat2,Manual,IQTHT3,31,Slot5_31_Red,Red,Right,JE,0.002790,0.006579,0.007013,6.8,8,14.7,1.3,3.4,8.2,2.7,2.6,1.7
Slot5,Repeat2,Manual,IQTHT3,32,Slot5_32_Red,Red,Right,JE,0.002861,0.006402,0.007575,6.3,7.6,261.8,1.3,3.3,7,2.7,2.6,1.9
Slot5,Repeat3,Manual,IQTHT3,11,Slot5_11_Red,Red,Right,JE,0.002393,0.006517,0.005502,5.1,8,35.3,1.2,4.5,9.1,2.9,2.2,1.6
Slot5,Repeat3,Manual,IQTHT3,12,Slot5_12_Red,Red,Right,JE,0.002014,0.006161,0.005677,4.9,7.9,26.6,1.2,3.6,8.4,2.7,2.4,1.9
Slot5,Repeat3,Manual,IQTHT3,21,Slot5_21_Red,Red,Right,JE,0.002642,0.006373,0.006455,4,7.8,15.6,1.1,3.9,6.1,2.8,2.7,1.8
Slot5,Repeat3,Manual,IQTHT3,22,Slot5_22_Red,Red,Right,JE,0.002535,0.006512,0.006977,4.3,6.2,14.9,1.2,3,6.4,2.7,2.4,1.7
Slot5,Repeat3,Manual,IQTHT3,31,Slot5_31_Red,Red,Right,JE,0.002775,0.006579,0.007007,6.8,8,14.6,1.3,3.4,8.2,2.7,2.6,1.7
Slot5,Repeat3,Manual,IQTHT3,32,Slot5_32_Red,Red,Right,JE,0.002842,0.006369,0.007564,6.3,7.6,63.5,1.3,3.2,7,2.7,2.6,1.9
Slot1,Repeat1,Pattern,IQTHT3,11,Slot1_11_Blue,Blue,Right,KN,0.001932,0.001980,0.000639,11.7,15.2,39.2,4.9,27.4,4.7,2.8,1.8,1.5
Slot1,Repeat1,Pattern,IQTHT3,12,Slot1_12_Blue,Blue,Right,KN,0.003496,0.004194,0.001754,10.8,10.5,24.8,5.3,14.9,5.4,2.7,1.9,1.4
Slot1,Repeat1,Pattern,IQTHT3,21,Slot1_21_Blue,Blue,Right,KN,0.001921,0.003466,0.001230,6.5,8.6,26.3,4.9,15.3,4.4,3.2,3.7,2
Slot1,Repeat1,Pattern,IQTHT3,22,Slot1_22_Blue,Blue,Right,KN,0.004203,0.006221,0.002218,9.7,10.5,21.6,4.2,13.6,5.3,2.9,2.7,1.6
Slot1,Repeat1,Pattern,IQTHT3,31,Slot1_31_Blue,Blue,Right,KN,0.002138,0.003115,0.000993,6.3,14.3,17.8,5.4,18,4.1,3.3,1.8,1.6
Slot1,Repeat1,Pattern,IQTHT3,32,Slot1_32_Blue,Blue,Right,KN,0.004390,0.006479,0.002577,11.7,15.9,18.8,5.7,26,5.7,3.1,2.1,1.6
Slot1,Repeat2,Pattern,IQTHT3,11,Slot1_11_Blue,Blue,Right,KN,0.005571,0.005877,0.003159,22,21.1,44.2,6.2,24.1,6.4,2.9,1.9,1.5
Slot1,Repeat2,Pattern,IQTHT3,12,Slot1_12_Blue,Blue,Right,KN,0.005250,0.006183,0.003736,13.9,13.1,28.2,5.8,14.4,6.6,2.9,1.9,1.4
Slot1,Repeat2,Pattern,IQTHT3,21,Slot1_21_Blue,Blue,Right,KN,0.004477,0.007700,0.004263,9.9,11.5,25.9,4.7,17.2,6,3,4,2.1
Slot1,Repeat2,Pattern,IQTHT3,22,Slot1_22_Blue,Blue,Right,KN,0.005366,0.008489,0.004145,13.8,13.1,21.9,4.5,14.6,6.3,3,2.7,1.6
Slot1,Repeat2,Pattern,IQTHT3,31,Slot1_31_Blue,Blue,Right,KN,0.004475,0.007144,0.003528,6.1,15.2,18.4,4.9,19.8,5.7,3.2,2.2,1.7
Slot1,Repeat2,Pattern,IQTHT3,32,Slot1_32_Blue,Blue,Right,KN,0.005203,0.008586,0.004536,11.1,18.6,18.6,5,24.5,6.3,3.1,2.3,1.7
Slot1,Repeat3,Pattern,IQTHT3,11,Slot1_11_Blue,Blue,Right,KN,0.002040,0.002102,0.000688,12,15.5,38.5,4.9,27.6,4.8,2.8,1.8,1.5
Slot1,Repeat3,Pattern,IQTHT3,12,Slot1_12_Blue,Blue,Right,KN,0.003485,0.004192,0.001748,10.8,10.5,25.7,5.4,14.9,5.3,2.7,1.9,1.4
Slot1,Repeat3,Pattern,IQTHT3,21,Slot1_21_Blue,Blue,Right,KN,0.001993,0.003615,0.001304,6.6,8.7,26.8,4.8,15.5,4.4,3.1,3.7,2
Slot1,Repeat3,Pattern,IQTHT3,22,Slot1_22_Blue,Blue,Right,KN,0.004171,0.006200,0.002206,9.7,10.4,21.6,4.2,13.7,5.4,2.8,2.7,1.6
Slot1,Repeat3,Pattern,IQTHT3,31,Slot1_31_Blue,Blue,Right,KN,0.002236,0.003293,0.001066,6.4,14.5,18.3,5.4,18.8,4.2,3.3,1.9,1.6
Slot1,Repeat3,Pattern,IQTHT3,32,Slot1_32_Blue,Blue,Right,KN,0.004405,0.006527,0.002602,11.7,15.7,18.8,5.7,26.1,5.6,3.1,2.1,1.6
Slot3,Repeat1,Pattern,IQTHT3,11,Slot3_11_Blue,Blue,Right,KN,0.001461,0.001382,0.000587,16.7,17.1,25.7,9.8,19.2,5.9,3.4,2.1,1.4
Slot3,Repeat1,Pattern,IQTHT3,12,Slot3_12_Blue,Blue,Right,KN,0.004703,0.004848,0.002919,16.3,17,29.8,7.8,19.2,6.2,2.8,1.6,1.3
Slot3,Repeat1,Pattern,IQTHT3,21,Slot3_21_Blue,Blue,Right,KN,0.001141,0.001323,0.000524,10.3,6.7,16.6,8,7.3,4.5,3.8,2,1.5
Slot3,Repeat1,Pattern,IQTHT3,22,Slot3_22_Blue,Blue,Right,KN,0.004319,0.006813,0.002526,20.4,10.2,36.6,8.8,15,5.8,2.8,2.2,1.6
Slot3,Repeat1,Pattern,IQTHT3,31,Slot3_31_Blue,Blue,Right,KN,0.000113,0.000164,0.000010,3.8,4.7,1.3,3,1.2,1.1,7.9,2.4,2.5
Slot3,Repeat1,Pattern,IQTHT3,32,Slot3_32_Blue,Blue,Right,KN,0.001287,0.002972,0.000705,8.1,11.9,18.3,8,17,3.1,2.9,2.7,1.7
Slot3,Repeat2,Pattern,IQTHT3,11,Slot3_11_Blue,Blue,Right,KN,0.002217,0.002251,0.001064,18.4,18.5,33.1,10,21.1,6.5,3.3,2,1.4
Slot3,Repeat2,Pattern,IQTHT3,12,Slot3_12_Blue,Blue,Right,KN,0.004731,0.005057,0.003011,16.2,17.2,30,7.8,19.7,6.3,2.8,1.6,1.3
Slot3,Repeat2,Pattern,IQTHT3,21,Slot3_21_Blue,Blue,Right,KN,0.002034,0.002408,0.001180,12,7.5,22.6,8.8,8.2,5.8,3.5,1.9,1.4
Slot3,Repeat2,Pattern,IQTHT3,22,Slot3_22_Blue,Blue,Right,KN,0.004863,0.007405,0.002929,22.1,10.5,41.4,8.5,15,6.3,2.8,2.1,1.6
Slot3,Repeat2,Pattern,IQTHT3,31,Slot3_31_Blue,Blue,Right,KN,0.000743,0.001496,0.000382,7.6,8.9,16.1,6.4,12.9,2.9,3.8,2.5,1.7
Slot3,Repeat2,Pattern,IQTHT3,32,Slot3_32_Blue,Blue,Right,KN,0.002425,0.004761,0.001692,8.9,12.8,21.7,7.2,16.8,4.3,2.8,2.6,1.6
Slot3,Repeat3,Pattern,IQTHT3,11,Slot3_11_Blue,Blue,Right,KN,0.002240,0.002273,0.001071,18.5,18.5,45.8,10,21.1,6.4,3.2,2,1.4
Slot3,Repeat3,Pattern,IQTHT3,12,Slot3_12_Blue,Blue,Right,KN,0.004739,0.005073,0.003026,0,17.4,30.2,0,19.9,6.2,2.8,1.6,1.3
Slot3,Repeat3,Pattern,IQTHT3,21,Slot3_21_Blue,Blue,Right,KN,0.002054,0.002437,0.001196,12,7.5,24,8.8,8.2,5.8,3.5,1.9,1.4
Slot3,Repeat3,Pattern,IQTHT3,22,Slot3_22_Blue,Blue,Right,KN,0.004881,0.007435,0.002940,21.9,10.6,43.9,8.5,15.1,6.2,2.8,2.1,1.6
Slot3,Repeat3,Pattern,IQTHT3,31,Slot3_31_Blue,Blue,Right,KN,0.000756,0.001520,0.000390,7.6,9,16.3,6.5,13,3,3.8,2.5,1.7
Slot3,Repeat3,Pattern,IQTHT3,32,Slot3_32_Blue,Blue,Right,KN,0.002433,0.004789,0.001700,8.9,12.8,21.7,7.1,16.9,4.2,2.8,2.6,1.6
Slot5,Repeat1,Pattern,IQTHT3,11,Slot5_11_Blue,Blue,Right,KN,0.001922,0.002053,0.000915,14.2,21.3,52.1,7.4,22.6,6.4,3.4,2.2,1.4
Slot5,Repeat1,Pattern,IQTHT3,12,Slot5_12_Blue,Blue,Right,KN,0.003724,0.004086,0.002265,12.5,13.5,24.9,7.2,14.8,6.1,3.2,1.7,1.3
